15.38,14.94,15.19,14.88,15.19,14.88,15.19,14.88,-125844,362595,392703,489384,534806,674465,317553,266993,634913,-39496,-204158,370499,636854,406989,422032,3942,230152,305685,603121,270419,315400,-72691,-278043,365446,182087,250510,727,210243,121521,755360,-140882,473436,283870,92153,-87180,-519898,31947,-143333,330043,175890,-476098,376358,527884,193883,135494,-301344,104008,193990,-363635,-148945,-445484,218715,-94569,-250171,-102496,586328,-402186,28410,248427,488815,-18715,274989,383274,114585
15.38,14.94,15.19,14.88,15.25,14.88,15.19,14.88,-125855,362586,392736,489386,534862,674450,317596,267015,634962,-39503,-204175,370499,636837,406943,422003,3946,230159,305667,603120,270465,315413,-72688,-278071,365456,182106,250455,707,210279,121495,755411,-140868,473487,283934,92204,-87093,-519885,31872,-143341,330010,175917,-476007,376329,527828,193860,135485,-301315,103966,194030,-363695,-148967,-445470,218735,-94588,-250230,-102491,586343,-402200,28415,248443,488768,-18733,274952,383331,114549
15.38,14.94,15.19,14.94,15.19,14.88,15.19,14.88,-125797,362569,392717,489439,534889,674487,317627,267031,634959,-39476,-204218,370470,636892,406957,421999,3915,230148,305657,603174,270466,315408,-72667,-278104,365526,182094,250441,717,210340,121539,755454,-140835,473535,283938,92228,-87063,-519899,31925,-143366,330015,175951,-475999,376274,527881,193867,135482,-301347,103938,194010,-363671,-149001,-445529,218784,-94626,-250253,-102496,586370,-402153,28446,248452,488778,-18762,274952,383237,114580
15.38,14.88,15.19,14.94,15.19,14.88,15.19,14.88,-125802,362515,392701,489462,534881,674526,317640,266996,634878,-39501,-204241,370472,636892,406960,422023,3885,230175,305701,603155,270413,315418,-72655,-278099,365506,182097,250457,730,210352,121563,755459,-140892,473561,283900,92199,-87140,-519909,31986,-143333,330053,175929,-476043,376265,527930,193838,135512,-301399,103974,193979,-363600,-148970,-445550,218778,-94628,-250249,-102469,586377,-402132,28495,248440,488871,-18760,274926,383167,114635
15.38,14.94,15.19,14.94,15.25,14.88,15.19,14.88,-125813,362476,392682,489438,534932,674490,317658,266966,634831,-39561,-204206,370524,636863,407001,422030,3922,230239,305702,603106,270401,315436,-72612,-278109,365483,182092,250491,698,210299,121524,755398,-140905,473544,283911,92175,-87178,-519871,31951,-143296,330071,175912,-476052,376293,527905,193816,135487,-301392,103955,193971,-363635,-148984,-445496,218753,-94617,-250200,-102528,586360,-402134,28456,248462,488836,-18765,274912,383183,114609
15.38,14.94,15.19,14.94,15.25,14.88,15.19,14.88,-125798,362526,392701,489465,534910,674466,317633,267000,634887,-39486,-204163,370500,636860,407002,422033,3920,230221,305623,603154,270414,315418,-72603,-278113,365480,182086,250519,694,210225,121539,755350,-140864,473574,283928,92182,-87130,-519846,31893,-143322,330078,175911,-476021,376317,527912,193848,135539,-301365,103978,193966,-363638,-149043,-445501,218715,-94628,-250156,-102500,586320,-402144,28429,248533,488792,-18749,274898,383223,114551
15.38,14.94,15.19,14.94,15.19,14.88,15.19,14.88,-125872,362549,392720,489427,534853,674429,317656,267014,634870,-39467,-204215,370478,636844,407016,422048,3885,230207,305620,603220,270392,315453,-72633,-278091,365481,182065,250471,696,210267,121569,755361,-140893,473586,283941,92167,-87103,-519866,31902,-143348,330070,175949,-475955,376354,527860,193918,135592,-301331,103970,193966,-363631,-149025,-445535,218714,-94616,-250156,-102436,586321,-402159,28443,248506,488801,-18720,274951,383284,114524
15.38,14.94,15.19,14.88,15.25,14.88,15.19,14.88,-125865,362521,392734,489370,534889,674426,317674,266967,634834,-39525,-204232,370526,636848,407048,422084,3914,230205,305678,603201,270419,315452,-72619,-278093,365483,182038,250441,702,210258,121492,755364,-140941,473567,283915,92145,-87136,-519915,31918,-143327,330031,175946,-476003,376387,527844,193901,135554,-301365,103948,194031,-363615,-149017,-445519,218731,-94617,-250157,-102529,586329,-402147,28445,248494,488798,-18729,274961,383302,114573
15.38,14.94,15.19,14.94,15.25,14.88,15.19,14.88,-125829,362514,392729,489416,534879,674437,317670,266923,634879,-39526,-204170,370541,636874,407037,422069,3916,230257,305679,603168,270448,315421,-72598,-278131,365418,182053,250471,693,210226,121474,755369,-140881,473564,283929,92159,-87165,-519894,31918,-143311,330043,175944,-476075,376386,527860,193862,135536,-301378,103974,194012,-363630,-149026,-445553,218717,-94630,-250197,-102525,586383,-402190,28424,248526,488803,-18749,274913,383307,114640
15.38,14.94,15.19,14.94,15.25,14.88,15.19,14.88,-125823,362534,392703,489440,534845,674432,317670,266979,634915,-39521,-204148,370519,636851,406974,422050,3895,230234,305696,603176,270404,315420,-72597,-278103,365397,182058,250454,633,210268,121538,755404,-140888,473496,283948,92187,-87118,-519869,31954,-143331,330063,175974,-476023,376306,527850,193841,135511,-301348,103970,194004,-363650,-148967,-445552,218681,-94625,-250190,-102494,586369,-402142,28438,248512,488790,-18777,274935,383289,114649
15.38,14.88,15.19,14.94,15.19,14.88,15.19,14.88,-125802,362563,392720,489396,534869,674460,317702,267038,634945,-39511,-204161,370503,636841,406960,422005,3934,230170,305699,603157,270425,315441,-72591,-278119,365415,182078,250459,651,210259,121489,755409,-140922,473529,283973,92203,-87080,-519932,31992,-143305,330024,175996,-476045,376348,527880,193815,135510,-301353,103939,194047,-363638,-148913,-445527,218674,-94632,-250207,-102497,586362,-402124,28462,248513,488756,-18741,274939,383228,114670
15.38,14.94,15.13,14.88,15.25,14.81,15.19,14.88,-125798,362576,392745,489407,534928,674464,317635,267042,634919,-39482,-204186,370538,636836,407013,421965,3939,230211,305698,603103,270471,315422,-72602,-278166,365435,182083,250478,641,210281,121478,755400,-140918,473554,283974,92172,-87109,-519950,31962,-143324,329992,175980,-476088,376360,527922,193849,135516,-301358,103915,194024,-363617,-148985,-445561,218703,-94640,-250249,-102466,586438,-402134,28448,248532,488760,-18697,274958,383241,114662
15.44,14.88,15.19,14.94,15.19,14.81,15.19,14.88,-125763,362526,392730,489402,534914,674439,317559,267019,634873,-39451,-204222,370534,636856,407017,422052,3923,230213,305694,603135,270465,315359,-72615,-278107,365421,182077,250487,602,210305,121542,755442,-140926,473538,283913,92147,-87150,-519867,31930,-143346,330041,175959,-476044,376312,527993,193845,135494,-301360,103958,193957,-363584,-149048,-445544,218712,-94599,-250268,-102429,586370,-402080,28399,248490,488796,-18759,274942,383243,114598
15.38,14.88,15.19,14.88,15.25,14.81,15.25,14.88,-125760,362530,392710,489349,534916,674449,317601,266969,634876,-39484,-204203,370478,636910,406961,422099,3958,230218,305618,603168,270440,315396,-72631,-278075,365444,182110,250513,696,210321,121547,755394,-140884,473549,283882,92172,-87114,-519869,31972,-143325,330025,175953,-476018,376323,527950,193899,135539,-301358,103999,193945,-363565,-149005,-445524,218729,-94582,-250277,-102455,586315,-402107,28398,248484,488775,-18791,274930,383230,114526
15.38,14.88,15.19,14.94,15.19,14.81,15.19,14.88,-125795,362547,392752,489390,534927,674463,317584,266948,634872,-39512,-204118,370523,636898,406936,422042,3956,230249,305588,603136,270407,315418,-72658,-278091,365459,182096,250432,754,210326,121532,755365,-140856,473538,283928,92212,-87105,-519934,31975,-143353,329976,176016,-475969,376335,527842,193868,135578,-301311,103978,194004,-363575,-148945,-445541,218698,-94611,-250265,-102514,586370,-402111,28416,248505,488803,-18752,274944,383236,114546
15.38,14.88,15.19,14.94,15.19,14.88,15.19,14.88,-125807,362464,392737,489410,534911,674418,317600,266964,634873,-39515,-204147,370570,636874,407016,422047,3907,230218,305629,603155,270421,315425,-72660,-278076,365479,182045,250459,711,210328,121494,755419,-140891,473539,283996,92235,-87102,-519934,31991,-143408,330017,175964,-475961,376389,527814,193850,135549,-301312,103975,193986,-363613,-148947,-445496,218702,-94622,-250210,-102488,586351,-402112,28401,248479,488846,-18765,274968,383279,114583
15.38,14.88,15.13,14.94,15.19,14.88,15.19,14.88,-125800,362495,392684,489406,534908,674441,317647,267012,634909,-39506,-204170,370521,636872,407027,422055,3875,230201,305653,603168,270403,315414,-72625,-278080,365471,182062,250497,670,210331,121460,755437,-140895,473480,283971,92186,-87115,-519947,31973,-143385,330038,175958,-476012,376310,527786,193897,135556,-301345,103987,193950,-363622,-148969,-445509,218723,-94554,-250187,-102467,586341,-402182,28424,248457,488839,-18774,274974,383351,114579
15.38,14.88,15.19,14.94,15.25,14.88,15.19,14.88,-125798,362508,392727,489399,534896,674494,317705,267005,634932,-39513,-204101,370471,636866,406997,422009,3906,230191,305647,603194,270397,315431,-72624,-278137,365441,182120,250462,656,210293,121515,755418,-140911,473486,283892,92134,-87212,-519938,31948,-143326,330068,176077,-476017,376307,527865,193898,135496,-301350,103974,193940,-363582,-148971,-445552,218726,-94534,-250251,-102453,586350,-402174,28422,248468,488860,-18752,274903,383302,114601
15.38,14.88,15.13,14.94,15.25,14.81,15.19,14.88,-125787,362494,392720,489399,534871,674480,317620,267013,634951,-39526,-204086,370488,636854,407032,422038,3926,230179,305674,603145,270425,315446,-72630,-278090,365489,182169,250477,710,210254,121515,755433,-140952,473518,283924,92147,-87214,-519912,31993,-143305,330053,176022,-476014,376360,527906,193929,135492,-301376,104003,193943,-363537,-148966,-445533,218753,-94562,-250242,-102442,586308,-402168,28416,248491,488834,-18750,274919,383233,114637
15.38,14.88,15.19,14.94,15.25,14.81,15.19,14.88,-125783,362551,392669,489383,534862,674484,317529,266995,634938,-39495,-204109,370523,636845,407046,422063,3952,230217,305715,603126,270433,315429,-72649,-278089,365504,182104,250434,727,210280,121505,755418,-140909,473514,283975,92158,-87150,-519930,31999,-143319,329979,175989,-476004,376323,527898,193919,135506,-301385,104043,193936,-363561,-148992,-445513,218749,-94602,-250210,-102402,586333,-402159,28453,248498,488827,-18787,274962,383217,114617
15.38,14.88,15.19,14.94,15.25,14.88,15.19,14.88,-125794,362561,392688,489368,534848,674478,317595,266924,634905,-39497,-204134,370518,636881,407066,422081,3965,230176,305704,603155,270449,315457,-72678,-278088,365470,182018,250425,715,210344,121521,755371,-140811,473528,283957,92130,-87117,-519921,31897,-143381,329958,175991,-476030,376292,527994,193901,135423,-301355,104010,193956,-363631,-149010,-445510,218735,-94618,-250214,-102363,586365,-402160,28428,248497,488827,-18805,274898,383237,114595
15.44,14.94,15.19,14.94,15.25,14.88,15.19,14.88,-125770,362560,392699,489423,534861,674461,317588,266944,634885,-39502,-204171,370469,636901,407045,422109,3908,230161,305662,603156,270448,315445,-72636,-278061,365446,182077,250454,720,210407,121542,755385,-140834,473497,283880,92129,-87130,-519911,31898,-143377,329976,175954,-476074,376257,527894,193866,135450,-301344,103952,194046,-363649,-148957,-445544,218688,-94609,-250249,-102409,586337,-402164,28376,248434,488814,-18777,274882,383242,114629
15.38,14.94,15.19,14.94,15.19,14.81,15.19,14.88,-125759,362573,392688,489439,534913,674471,317609,266961,634882,-39454,-204159,370460,636877,407025,422087,3889,230175,305633,603144,270425,315434,-72629,-278112,365461,182129,250480,656,210338,121539,755400,-140866,473507,283842,92188,-87133,-519919,31919,-143352,329969,175951,-476066,376256,527845,193874,135448,-301342,103951,194041,-363682,-148935,-445591,218690,-94654,-250220,-102444,586291,-402175,28421,248434,488799,-18771,274921,383235,114624
15.38,14.88,15.19,14.94,15.25,14.81,15.19,14.88,-125768,362551,392716,489421,534903,674449,317606,266984,634861,-39456,-204191,370458,636837,407027,422037,3931,230159,305659,603156,270423,315443,-72679,-278100,365425,182061,250473,650,210244,121462,755389,-140863,473508,283859,92169,-87110,-519953,31925,-143383,330034,175942,-476059,376329,527901,193905,135462,-301335,103926,193965,-363661,-148986,-445596,218719,-94632,-250214,-102502,586291,-402183,28474,248502,488785,-18771,274915,383253,114635
15.38,14.94,15.13,14.94,15.25,14.88,15.25,14.88,-125845,362541,392728,489365,534908,674406,317578,267003,634848,-39510,-204167,370444,636849,407007,422070,3924,230191,305657,603203,270406,315478,-72636,-278102,365399,182030,250462,673,210259,121482,755397,-140894,473483,283851,92104,-87106,-519959,31950,-143408,330051,175988,-476037,376344,527878,193875,135536,-301388,103880,193997,-363632,-148969,-445533,218736,-94610,-250225,-102513,586346,-402170,28459,248525,488843,-18758,274986,383279,114623
15.38,14.94,15.19,14.94,15.25,14.88,15.19,14.88,-125868,362561,392703,489327,534895,674445,317601,266980,634840,-39549,-204112,370478,636863,406997,422103,3874,230193,305678,603184,270387,315457,-72605,-278120,365396,182034,250424,635,210293,121462,755454,-140937,473483,283875,92150,-87127,-519917,31904,-143389,330011,175990,-475983,376354,527907,193884,135497,-301415,103923,194006,-363692,-148978,-445515,218763,-94552,-250173,-102527,586357,-402200,28424,248499,488831,-18697,274997,383272,114615
15.38,14.88,15.13,14.94,15.25,14.88,15.19,14.88,-125807,362568,392672,489370,534902,674510,317593,266984,634847,-39541,-204148,370531,636843,407024,422041,3889,230158,305729,603174,270399,315426,-72641,-278103,365416,182046,250424,614,210320,121437,755430,-140944,473531,283862,92207,-87154,-519907,31947,-143339,330038,175993,-476012,376343,527875,193877,135441,-301363,104006,193999,-363725,-149004,-445533,218740,-94599,-250158,-102505,586396,-402138,28418,248488,488846,-18727,274959,383233,114626
15.38,14.94,15.19,14.94,15.19,14.88,15.19,14.88,-125792,362534,392667,489387,534898,674465,317593,266985,634894,-39514,-204169,370514,636850,407009,422011,3888,230151,305739,603149,270434,315444,-72643,-278117,365450,182065,250482,637,210299,121483,755388,-140915,473520,283816,92142,-87136,-519912,31953,-143310,330051,176037,-476033,376304,527855,193869,135466,-301320,104056,194016,-363728,-149022,-445511,218783,-94672,-250188,-102457,586412,-402134,28394,248503,488829,-18801,274959,383255,114591
15.38,14.88,15.19,14.94,15.25,14.88,15.19,14.88,-125772,362491,392620,489414,534856,674463,317617,266982,634912,-39509,-204164,370456,636881,406966,422026,3920,230212,305734,603123,270421,315405,-72619,-278134,365451,182070,250503,686,210299,121510,755361,-140937,473505,283845,92142,-87154,-519908,31971,-143351,330026,176029,-476087,376327,527910,193855,135454,-301352,104041,193990,-363691,-149003,-445522,218811,-94663,-250256,-102484,586362,-402186,28371,248468,488760,-18752,274900,383251,114583
15.38,14.94,15.19,14.94,15.25,14.88,15.19,14.88,-125763,362520,392625,489463,534838,674520,317594,266955,634876,-39506,-204174,370495,636894,406992,422064,3945,230232,305682,603124,270374,315390,-72627,-278133,365494,182061,250499,682,210311,121513,755382,-140935,473511,283885,92171,-87143,-519889,31950,-143346,330041,176016,-476170,376363,527937,193838,135385,-301370,103949,193964,-363656,-148915,-445534,218741,-94610,-250262,-102505,586349,-402133,28380,248444,488743,-18760,274845,383205,114605
15.44,14.94,15.19,14.94,15.25,14.88,15.19,14.88,-125824,362527,392648,489429,534842,674498,317590,266920,634866,-39516,-204189,370457,636869,407030,422052,3925,230159,305665,603150,270429,315399,-72631,-278154,365446,182059,250452,639,210363,121469,755421,-140940,473479,283890,92199,-87101,-519859,31875,-143327,330035,175997,-476147,376349,527891,193886,135426,-301391,103943,193961,-363640,-148919,-445565,218694,-94583,-250209,-102478,586376,-402174,28380,248471,488712,-18767,274817,383214,114570
15.38,15,15.19,14.94,15.19,14.88,15.25,14.88,-125815,362512,392608,489391,534888,674468,317604,266909,634861,-39525,-204233,370428,636846,406999,422020,3903,230183,305655,603171,270463,315398,-72653,-278155,365399,182121,250432,636,210334,121459,755355,-140971,473496,283921,92202,-87125,-519905,31914,-143364,329996,176000,-476087,376272,527839,193915,135535,-301416,104003,193984,-363629,-148967,-445587,218662,-94606,-250186,-102468,586380,-402222,28354,248504,488739,-18752,274889,383225,114553
15.38,15,15.19,14.94,15.25,14.88,15.25,14.88,-125813,362543,392630,489393,534919,674439,317548,266903,634818,-39547,-204268,370525,636862,406992,422042,3883,230187,305614,603171,270405,315417,-72693,-278129,365440,182130,250471,682,210239,121465,755321,-140955,473516,283864,92118,-87157,-519958,31923,-143390,330000,176033,-476033,376332,527795,193865,135530,-301423,103964,194002,-363618,-149014,-445546,218634,-94643,-250207,-102486,586312,-402168,28411,248510,488768,-18796,274906,383195,114549
15.44,14.94,15.19,14.94,15.31,14.88,15.19,14.94,-125919,362538,392679,489374,534884,674460,317528,266909,634813,-39594,-204244,370484,636871,406996,422052,3879,230130,305573,603150,270363,315384,-72660,-278082,365380,182046,250466,614,210251,121447,755330,-140926,473502,283796,92087,-87193,-519992,31919,-143434,329998,176046,-476089,376389,527799,193792,135458,-301436,103896,194020,-363685,-149038,-445523,218690,-94678,-250252,-102510,586349,-402185,28430,248449,488774,-18807,274824,383176,114608
15.44,14.94,15.19,15,15.31,14.88,15.25,14.94,-125877,362503,392691,489344,534851,674452,317525,266845,634844,-39573,-204235,370415,636823,406929,422015,3874,230152,305599,603148,270341,315328,-72673,-278138,365349,181987,250394,623,210231,121449,755333,-140955,473466,283818,92088,-87193,-520033,31853,-143422,330010,175992,-476147,376316,527837,193765,135432,-301388,103902,193993,-363761,-149048,-445549,218712,-94651,-250271,-102484,586333,-402265,28363,248418,488773,-18829,274780,383163,114605
15.44,14.94,15.19,15,15.25,14.94,15.25,14.94,-125844,362481,392618,489309,534850,674353,317546,266807,634861,-39541,-204249,370398,636789,406905,422029,3861,230156,305617,603152,270322,315320,-72689,-278198,365396,181968,250396,673,210139,121464,755332,-141006,473400,283800,92063,-87226,-520034,31813,-143390,329974,175902,-476158,376221,527823,193789,135384,-301437,103849,193976,-363757,-149064,-445642,218666,-94701,-250299,-102488,586271,-402333,28353,248405,488727,-18858,274767,383163,114516
15.44,14.94,15.25,15,15.25,14.94,15.31,15,-125873,362439,392584,489282,534829,674308,317551,266858,634812,-39574,-204264,370364,636798,406928,422025,3849,230132,305598,603094,270330,315299,-72743,-278218,365335,181957,250419,574,210123,121426,755334,-141006,473354,283731,92008,-87252,-520035,31799,-143380,329935,175841,-476200,376156,527803,193779,135343,-301533,103839,193928,-363801,-149127,-445654,218603,-94784,-250280,-102596,586216,-402333,28373,248371,488726,-18902,274747,383166,114522
15.44,15,15.25,15,15.31,15,15.25,14.94,-125900,362360,392557,489210,534819,674336,317491,266817,634811,-39590,-204287,370355,636763,406928,421971,3800,230117,305587,603073,270332,315274,-72794,-278204,365229,181960,250380,590,210101,121409,755323,-140968,473304,283663,91962,-87275,-520060,31740,-143462,329905,175801,-476251,376116,527700,193714,135259,-301536,103860,193875,-363868,-149153,-445696,218571,-94846,-250355,-102602,586170,-402355,28350,248365,488734,-18945,274703,383108,114494
15.5,15,15.25,15,15.31,15,15.31,15,-125979,362298,392503,489142,534815,674385,317449,266740,634815,-39621,-204360,370332,636718,406874,421923,3705,230072,305514,603053,270290,315272,-72791,-278199,365252,181937,250340,590,210102,121365,755264,-141020,473276,283639,91897,-87377,-520143,31735,-143626,329879,175736,-476284,376103,527663,193658,135192,-301539,103776,193842,-363897,-149179,-445755,218568,-94873,-250454,-102527,586147,-402428,28225,248327,488669,-18978,274707,383064,114454
15.5,15,15.31,15.06,15.38,15,15.31,15,-126072,362275,392446,489170,534721,674377,317431,266731,634758,-39696,-204403,370249,636732,406828,421864,3677,230047,305452,602993,270232,315239,-72819,-278303,365213,181924,250313,501,210077,121255,755233,-141103,473274,283615,91853,-87482,-520222,31733,-143651,329849,175750,-476342,376067,527637,193658,135204,-301621,103709,193736,-363938,-149260,-445784,218527,-94926,-250465,-102571,586132,-402468,28169,248275,488603,-19003,274673,383029,114361
15.5,15.06,15.25,15.06,15.38,15.06,15.38,15.06,-126143,362265,392416,489160,534631,674302,317378,266655,634687,-39718,-204399,370163,636673,406802,421818,3651,229978,305430,602951,270173,315202,-72849,-278349,365161,181863,250310,416,209994,121188,755192,-141107,473222,283554,91824,-87534,-520280,31677,-143632,329751,175722,-476498,376024,527561,193644,135222,-301711,103657,193690,-364031,-149315,-445860,218466,-95001,-250550,-102715,586165,-402496,28143,248226,488577,-19050,274620,382922,114302
15.56,15.06,15.25,15.06,15.38,15.06,15.38,15.06,-126175,362182,392381,489027,534600,674228,317314,266587,634609,-39719,-204477,370091,636657,406773,421736,3538,229930,305402,602912,270157,315122,-72874,-278361,365131,181788,250290,423,209942,121135,755141,-141149,473159,283464,91729,-87577,-520364,31549,-143760,329669,175629,-476524,376015,527552,193558,135173,-301753,103617,193668,-364124,-149346,-445912,218414,-95034,-250590,-102772,586143,-402609,28102,248115,488541,-19155,274537,382836,114296
15.56,15.06,15.31,15.13,15.44,15.13,15.44,15.06,-126246,362074,392294,488933,534580,674192,317263,266621,634573,-39806,-204546,370071,636648,406686,421727,3506,229903,305353,602836,270082,315061,-72934,-278422,365030,181771,250234,356,209891,121056,755089,-141234,473059,283386,91636,-87686,-520495,31422,-143873,329625,175557,-476526,375926,527483,193492,135030,-301804,103540,193601,-364167,-149424,-445967,218298,-95061,-250651,-102827,586075,-402719,28094,248042,488453,-19212,274445,382835,114206
15.56,15.13,15.31,15.13,15.5,15.13,15.44,15.13,-126328,362032,392218,488880,534537,674143,317167,266547,634514,-39879,-204580,370086,636569,406571,421744,3435,229785,305241,602754,269988,315020,-73000,-278519,364984,181722,250144,211,209826,120938,755011,-141348,472988,283304,91537,-87794,-520600,31320,-143919,329542,175464,-476669,375853,527435,193369,134913,-301902,103429,193538,-364212,-149530,-446014,218204,-95150,-250786,-102916,585983,-402726,27980,248029,488368,-19301,274391,382813,114081
